V1.0,291021
X	Y	TYPE	SPEED	DirType	Direction
66.2529040	38.6274600	1	20	1	10
66.2505620	38.6154450	1	60	1	188
66.5595629	38.3411747	3	0	1	106
66.5600000	38.3411000	3	0	1	286
66.5597000	38.3410000	3	0	1	14
66.5598000	38.3413000	3	0	1	196
66.5671388	38.3393724	3	0	1	16
66.5674000	38.3395000	3	0	1	286
66.4049750	38.2207590	1	60	1	334
66.4049000	38.2207590	1	60	1	162
66.4407650	38.3392710	1	60	1	244
66.4407650	38.3392000	1	60	1	62
66.3949000	38.3207000	1	60	1	160
66.3951000	38.3207000	1	60	1	332
65.4034000	38.9227000	3	0	1	6
65.4033000	38.9231000	3	0	1	186
65.4038000	38.9231000	3	0	1	254
65.4548000	39.0424000	3	0	1	26
65.4545000	39.0426000	3	0	1	112
65.4551000	39.0425000	3	0	1	284
65.4113780	38.9247130	1	60	1	74
65.4113780	38.9248000	1	60	1	258
65.4220550	38.9264000	1	60	1	258
65.4220550	38.9263000	1	60	1	78
65.4738660	38.8205980	1	60	1	58
65.4754340	38.8495870	1	60	1	160
65.4755000	38.8495870	1	60	1	344
65.4309000	39.0007280	1	20	1	198
65.4310000	39.0007280	1	20	1	18
65.3809920	38.8453010	1	60	1	123
65.3809920	38.8454000	1	60	1	296
66.8753000	39.1179000	3	0	1	104
66.8757000	39.1179000	3	0	1	272
66.8755000	39.1181000	3	0	1	192
66.8694953	39.1164168	3	0	1	32
66.8696000	39.1168000	3	0	1	222
66.8692000	39.1168000	3	0	1	98
66.8593000	39.1050000	3	0	1	54
66.8595000	39.1052000	3	0	1	234
66.8593000	39.1052000	3	0	1	116
66.8595000	39.1050000	3	0	1	278
66.9054000	39.1188000	3	0	1	4
66.9054000	39.1195000	3	0	1	186
66.9049000	39.1191000	3	0	1	88
66.9059000	39.1192000	3	0	1	270
65.7932000	38.8306000	3	0	1	52
65.7936000	38.8312900	3	0	1	190
65.7941000	38.8310000	3	0	1	276
65.7956000	38.8544000	3	0	1	82
65.7963000	38.8547000	3	0	1	248
65.7959000	38.8547000	3	0	1	174
65.7961000	38.8544000	3	0	1	348
65.7821000	38.8378000	3	0	1	62
65.7826000	38.8382000	3	0	1	252
65.7822000	38.8382000	3	0	1	173
65.7825000	38.8378000	3	0	1	350
65.7892000	38.8540000	3	0	1	94
65.7897000	38.8541000	3	0	1	266
65.7894000	38.8542000	3	0	1	172
65.7894000	38.8538000	3	0	1	12
65.7834000	38.8618000	3	0	1	72
65.7837000	38.8618000	3	0	1	4
65.7840000	38.8620000	3	0	1	260
65.7876000	38.8624000	3	0	1	84
65.7879000	38.8625000	3	0	1	226
65.7879000	38.8622000	3	0	1	350
65.8015190	38.8680990	1	60	1	20
65.7741090	38.8339610	1	60	1	234
65.7647130	38.8592460	1	60	1	268
65.7821000	38.8502680	1	60	1	189
65.8025930	38.8189680	1	60	1	206
65.8075280	38.8095280	1	60	1	126
66.8269000	39.0451000	3	0	1	34
66.8274000	39.0457000	3	0	1	242
66.8270000	39.0457000	3	0	1	176
66.8273000	39.0451000	3	0	1	334
66.8349000	39.0587000	3	0	1	0
66.8349000	39.0593000	3	0	1	184
66.8345000	39.0590000	3	0	1	92
66.8352000	39.0589000	3	0	1	298
66.8352000	39.0537000	3	0	1	358
66.8351000	39.0538000	3	0	1	176
66.2390672	39.9247022	1	70	1	234
64.9394191	40.0824091	1	100	1	250
64.9394942	40.0822937	1	100	1	70
65.1489347	40.1222331	1	70	1	250
65.1870210	40.1282550	1	70	1	262
65.5800670	40.0913170	1	70	1	288
65.5800456	40.0911934	1	70	1	110
65.9291000	40.0687280	1	50	1	314
65.9290248	40.0686291	1	50	1	134
65.8971820	40.0800340	1	50	1	284
65.8972463	40.0799269	1	50	1	104
65.8563390	40.0870730	1	50	1	282
65.8563282	40.0869741	1	50	1	102
65.8278437	40.0919169	1	50	1	284
65.8278437	40.0918015	1	50	1	104
65.7923050	40.0971160	1	50	1	270
65.7923051	40.0969924	1	50	1	100
65.5376390	40.4339400	1	100	1	200
65.5377463	40.4339318	1	100	1	20
65.6883950	40.5736220	1	70	1	86
65.6701643	40.5627885	1	70	1	22
65.7133207	40.5982274	1	70	1	24
65.7131813	40.5982356	1	70	1	200
69.2683866	41.3325930	1	70	1	312
65.7538420	38.7456100	1	70	1	196
65.7539493	38.7456226	1	70	1	16
68.7767397	40.4815701	1	60	1	184
68.7768202	40.4815701	1	60	1	4
69.2885830	41.3548720	1	70	1	8
69.2882933	41.3548558	1	70	1	188
66.2284908	38.7495364	1	70	1	172
66.2285230	38.7496960	1	70	1	10
69.2548076	41.2622340	3	0	1	232
69.2546467	41.2620155	3	0	1	42
69.8864241	41.6036054	1	70	1	238
69.6192000	41.4907000	1	70	1	212
69.6194682	41.4906072	1	70	1	22
69.6170000	41.4857000	1	70	1	22
69.6168605	41.4857492	1	70	1	200
69.6605000	41.5152000	1	70	1	66
69.3172000	41.3843000	1	70	1	324
69.3199000	41.3796000	1	70	1	166
69.1676000	41.3543000	1	70	1	20
69.3575000	41.3477000	1	70	1	310
69.3606357	41.3456213	1	70	1	130
69.5098000	41.3174000	1	70	1	112
69.2076000	41.3112000	1	50	1	210
69.3664000	41.2975000	1	5	1	238
69.3664000	41.2974000	1	5	1	60
69.1517000	41.2588000	1	70	1	312
69.1662000	41.2356000	1	50	1	80
69.3354000	41.2260000	1	50	1	190
69.3336912	41.2109838	1	70	1	186
69.3339000	41.2110000	1	70	1	6
69.3328463	41.2023865	1	70	1	226
69.3321000	41.2017000	1	70	1	44
69.3305000	41.1863000	1	70	1	6
69.3298000	41.1814000	1	70	1	6
69.3272737	41.1648000	1	70	1	188
69.3182000	41.1457000	1	70	1	200
69.3219000	41.1044000	1	70	1	346
69.3266000	41.0848000	1	70	1	170
69.3269000	41.0840000	1	70	1	344
69.3284000	41.0799000	1	70	1	156
69.3352000	41.0727000	1	70	1	144
69.3412000	41.0664000	1	70	1	144
69.3516000	41.0565000	1	70	1	144
69.3199000	41.0348000	1	70	1	18
70.1366000	41.0277000	1	20	1	196
70.1367000	41.0277000	1	20	1	30
69.3607000	41.0197000	1	70	1	174
69.3087000	41.0065000	1	70	1	16
69.2969000	40.9902000	1	70	1	34
69.2858000	40.9770000	1	70	1	198
68.6891000	40.8947000	1	5	1	224
68.6887108	40.8942779	1	5	1	84
69.2068000	40.5330000	1	70	1	174
69.2283000	40.4301000	1	70	1	168
69.2366000	40.3983000	1	70	1	158
69.2548000	40.3854000	1	70	1	126
69.2554000	40.3745000	1	70	1	198
69.2379000	40.3374000	1	70	1	168
69.2448000	40.3168000	1	70	1	168
67.8665000	40.0670000	1	70	1	260
67.8660000	40.0668000	1	70	1	80
65.6742000	40.0418000	1	70	1	300
66.0480000	39.9410000	1	70	1	100
66.1210000	39.9266000	1	70	1	280
66.6664000	39.9122000	1	70	1	286
66.7138000	39.9005000	1	70	1	118
66.7142000	39.9004000	1	70	1	300
66.8679000	39.7986000	1	70	1	320
67.0108000	39.6761000	1	70	1	280
67.0108000	39.6759000	1	70	1	98
67.0314000	39.5893000	1	70	1	186
66.4686000	38.3859000	1	20	1	160
66.4687000	38.3859000	1	20	1	342
65.8193838	38.8425194	1	50	1	180
65.8195448	38.8426033	1	50	1	358
69.6410308	41.5202138	1	100	1	220
69.6410951	41.5199880	1	100	1	46
69.6999210	41.5579117	1	70	1	242
69.7138978	41.5633968	1	70	1	62
69.6735638	41.5406535	1	70	1	54
71.6205345	40.9940648	3	70	1	74
71.6211602	40.9942690	3	70	1	244
71.6206311	40.9943168	3	70	1	158
70.0435727	40.9914555	3	70	1	246
70.0429665	40.9911029	3	70	1	56
70.0435780	40.9911628	3	70	1	340
69.6095609	41.4919012	1	70	1	38
69.6094429	41.4919617	1	70	1	218
69.5731353	41.4585693	1	70	1	212
69.5732426	41.4584967	1	70	1	32
69.4833900	41.3971100	1	70	1	66
69.4832290	41.3972069	1	70	1	240
69.4773300	41.3951700	1	70	1	246
69.4774158	41.3951134	1	70	1	64
69.4405958	41.3798628	1	70	1	56
69.4403920	41.3798790	1	70	1	238
59.6058534	42.4582924	3	60	1	322
59.6056710	42.4588802	3	60	1	172
69.7137959	41.5634049	1	70	1	242
69.2464807	41.2788414	1	70	1	40
69.2462554	41.2789142	1	70	1	220
69.8008200	41.5722000	1	70	1	90
69.8007664	41.5722927	1	70	1	270
59.6205260	42.5249632	1	50	1	257
59.6203490	42.5248520	1	50	1	74
59.5863213	42.4565354	3	70	1	272
59.5858707	42.4562017	3	70	1	2
59.5859244	42.4567260	3	70	1	182
69.1827894	41.2500014	1	70	1	230
69.1835029	41.2506775	1	70	1	50
66.7944962	39.8548356	1	70	1	308
66.5026057	39.9563359	1	70	1	266
66.5023911	39.9561460	1	70	1	102
66.8885107	39.7790205	1	100	1	322
66.8884141	39.7787722	1	100	1	142
69.2125073	41.3512178	1	70	1	144
69.2125502	41.3513148	1	70	1	324
69.2189890	41.3502990	1	70	1	276
69.7904672	40.9090526	1	70	1	290
69.7901239	40.9093456	1	70	1	86
69.5299500	40.9957300	1	100	1	332
69.5291024	40.9966891	1	100	1	152
68.4468982	40.5263648	1	100	1	296
66.2173366	39.9268474	1	70	1	108
64.6691690	40.0934260	1	70	1	258
67.7509954	40.1518268	1	70	1	308
67.5475588	39.9613675	1	70	1	44
66.3332007	39.9183711	1	70	1	256
65.9240951	39.9620379	1	70	1	270
65.9362590	39.9606600	1	70	1	12
70.0586900	40.9950800	1	50	1	252
69.6500147	40.9015937	1	70	1	286
69.6255269	40.9088056	3	70	1	294
69.6390132	40.9041652	5	70	1	114
69.2409970	41.1663500	1	70	1	272
69.3438356	41.3022101	1	70	1	142
69.3457110	41.3068660	1	70	1	260
69.1713260	41.2420300	1	70	1	38
60.6209520	41.5581206	3	70	1	12
60.6215045	41.5582092	3	70	1	302
60.6213704	41.5583905	3	70	1	214
60.6161168	41.5449874	3	70	1	272
60.6152477	41.5448584	3	70	1	70
60.6323192	41.5423356	3	70	1	294
60.6209627	41.5583220	3	70	1	122
60.6166715	41.5295813	3	70	1	4
69.7825740	40.9089400	5	70	1	266
69.7828529	40.9088668	5	70	1	86
65.8522878	39.9727460	5	70	1	100
65.8518694	39.9729110	5	70	1	280
68.0859800	40.3124280	1	70	1	222
69.5328719	40.9912748	5	100	1	152
66.9166549	39.7618573	1	70	1	322
65.6659900	40.0468370	1	70	1	308
69.0352860	41.1493990	1	70	1	48
69.9835178	40.9699456	5	70	1	254
69.9841508	40.9699050	5	70	1	74
68.9653700	41.0996800	1	100	1	228
64.5471253	40.0594867	5	70	1	44
64.5470180	40.0596599	5	70	1	226
66.5419260	39.9434400	1	70	1	126
66.5386390	39.9454490	1	70	1	126
65.0610021	40.1099077	1	100	1	80
64.8992670	40.0664180	5	100	1	60
64.8986447	40.0663190	5	100	1	238
69.6248081	40.9088870	3	70	1	114
67.0339531	39.6064360	1	70	1	186
64.6759900	40.0860940	1	70	1	108
66.2113900	39.9275695	5	70	1	268
66.6263110	39.5433970	5	70	1	90
66.6258818	39.5435049	5	70	1	270
64.7319550	40.0766430	5	70	1	126
64.7315258	40.0770386	5	70	1	314
64.7216350	40.0822103	1	70	1	126
68.4137040	40.5442710	1	70	1	306
66.4592300	39.9583300	1	70	1	72
66.7240493	39.6929056	1	70	1	266
66.7227404	39.6925824	1	70	1	80
66.7564499	39.6933463	1	70	1	256
66.7569649	39.6932552	1	70	1	88
69.4815682	41.3278083	5	70	1	220
69.4755900	41.3218570	5	70	1	26
68.3009400	40.4939360	1	70	1	42
64.5041900	39.9757080	1	70	1	12
64.5039003	39.9753366	1	70	1	192
67.5469257	39.9611858	1	70	1	220
65.1397620	40.2898830	1	70	1	350
65.1397406	40.2902855	1	70	1	170
64.9764857	40.0931078	1	70	1	250
64.9767154	40.0930192	1	70	1	70
65.8099870	38.8679990	1	70	1	304
69.3242532	41.3243897	1	70	1	218
66.8671866	39.5681697	1	70	1	60
60.6167573	41.5302505	3	70	1	184
60.6171114	41.5298796	3	70	1	274
60.6161350	41.5299280	3	70	1	94
69.5865360	41.4294000	5	70	1	80
69.5859995	41.4296100	5	70	1	240
65.3421201	40.1526199	1	70	1	122
65.3343984	40.1564798	1	70	1	302
65.3345915	40.1561670	1	70	1	120
64.5420490	39.7388930	1	70	1	68
64.5414375	39.7389095	1	70	1	250
71.1765495	40.9293623	1	70	1	46
69.2091800	41.2359050	1	70	1	28
70.0591191	40.9950475	1	50	1	74
69.3341049	41.3109230	1	70	1	316
65.5626250	40.4890370	1	100	1	20
65.5622602	40.4886602	1	100	1	200
69.7637980	41.5510950	1	100	1	266
69.3805640	41.2569530	1	70	1	316
69.5593251	41.4473631	1	70	1	30
65.2169701	40.1319822	1	100	1	80
65.1878686	40.1281891	1	70	1	82
71.1609700	40.9224200	1	70	1	270
69.1708164	41.2417669	1	70	1	220
69.1957550	41.2595630	1	70	1	202
66.7857693	39.6969520	1	70	1	84
67.6246126	40.0322608	1	70	1	46
67.6221984	40.0306654	1	70	1	226
67.6089341	40.0177609	5	70	1	226
67.6096529	40.0180827	5	70	1	46
67.6036400	40.0135230	1	70	1	226
67.6014809	40.0120463	1	70	1	226
67.6009659	40.0115100	1	70	1	38
67.6016204	40.0114605	1	70	1	318
65.3552700	40.1840060	1	70	1	44
65.3628200	40.1896360	1	70	1	44
65.3603350	40.1877730	1	70	1	224
60.6319544	41.5423275	3	70	1	358
60.6315038	41.5426338	3	70	1	114
60.6317613	41.5428756	3	70	1	178
65.0050560	40.5276140	1	100	1	158
60.6166971	41.5502590	3	70	1	82
60.6169117	41.5501301	3	70	1	34
60.6176413	41.5505492	3	70	1	262
60.6173623	41.5507184	3	70	1	214
69.1659103	41.2368553	1	70	1	220
65.8054682	38.8957537	1	70	1	342
60.5858980	41.5705490	1	70	1	310
60.5855654	41.5706537	1	70	1	130
67.7511778	40.1515634	1	70	1	120
69.1958617	41.2173120	1	70	1	212
64.5154400	39.7329640	1	70	1	288
72.3187737	40.7373202	3	70	1	226
66.9617578	39.6558004	1	70	1	186
71.4873498	40.9940464	1	70	1	46
71.4933434	40.9984853	1	70	1	46
71.4926674	40.9981845	1	70	1	226
71.5013481	41.0019818	1	70	1	66
60.5887388	41.5626151	1	0	1	208
60.5888461	41.5626433	1	0	1	28
69.1658225	41.2446781	1	70	1	346
69.1658010	41.2440141	1	70	1	166
67.0228431	39.5792163	1	50	1	60
69.3438260	41.3025190	1	70	1	316
69.2100977	41.1740335	1	70	1	122
69.2101191	41.1741794	1	70	1	292
69.2351130	41.1666843	1	70	1	276
69.2351130	41.1665749	1	70	1	112
66.4934214	39.9577564	1	70	1	284
66.4934322	39.9576491	1	70	1	84
69.3388523	41.2902653	1	70	1	198
69.3389917	41.2902572	1	70	1	18
69.3346030	41.3104200	1	70	1	134
69.2409971	41.1662203	1	70	1	94
66.3569785	39.9247705	1	70	1	48
66.9239371	39.7454542	1	70	1	156
66.9239049	39.7457358	1	70	1	334
67.9288500	40.0816900	1	100	1	68
67.9282385	40.0816241	1	100	1	238
66.9321220	39.7356485	1	70	1	140
66.9343000	39.7337460	1	70	1	318
67.6634909	40.0432811	5	100	1	70
67.6627398	40.0432068	5	100	1	250
66.3568819	39.9248613	1	70	1	220
66.9826262	39.7094610	1	70	1	110
66.9906299	39.7073065	5	70	1	290
70.6755082	40.9529607	1	100	1	320
69.8173937	41.5676117	1	70	1	40
66.8446660	39.6930170	1	70	1	284
69.8227699	41.5727603	1	70	1	220
68.9598984	41.0955894	5	100	1	48
69.8229093	41.5727442	1	70	1	40
60.6157730	41.5445600	3	70	1	346
60.6153652	41.5452048	3	60	1	168
60.6121669	41.5182879	1	70	1	34
60.6120059	41.5182798	1	70	1	206
69.6500361	40.9014960	1	70	1	108
60.7509129	41.4905680	1	70	1	134
60.2972395	41.7032327	1	70	1	282
60.2973575	41.7031523	1	70	1	102
69.3455784	41.3703700	1	70	1	204
69.3457501	41.3703458	1	70	1	36
69.3243068	41.3242603	1	70	1	38
67.4615000	37.4600940	1	70	1	10
67.4614000	37.4600940	1	70	1	192
61.9925277	41.0572959	1	70	1	92
61.9925384	41.0574421	1	70	1	272
64.3323965	39.7660660	1	70	1	80
64.3323428	39.7661736	1	70	1	262
65.9241487	39.9618893	1	70	1	90
67.0840442	39.6090548	1	70	1	134
67.0841086	39.6091875	1	70	1	312
60.6714199	41.5478325	1	70	1	356
67.3656000	37.2832330	1	20	1	219
67.3657000	37.2832330	1	20	1	39
60.5973549	41.5581359	1	70	1	178
60.5974514	41.5582004	1	70	1	358
60.5740768	41.5779091	1	70	1	130
60.5740983	41.5780299	1	70	1	310
66.9964000	37.6689560	1	70	1	174
66.9965000	37.6689560	1	70	1	340
67.0290080	37.6331100	1	70	1	311
67.0290080	37.6329000	1	70	1	133
67.0362000	37.9453980	1	70	1	332
67.0361000	37.9453980	1	70	1	156
60.5835540	41.4977220	1	50	1	56
60.5834146	41.4977301	1	50	1	236
64.5153756	39.7328480	1	70	1	108
69.5598133	41.4482188	1	70	1	212
67.6422960	37.8904660	1	70	1	36
67.6418562	37.8902704	1	70	1	216
67.4182578	37.5175133	1	70	1	326
67.4180111	37.5173766	1	70	1	160
67.8678705	38.1142452	1	70	1	28
67.8671409	38.1138044	1	70	1	208
61.1263950	41.3001000	1	70	1	118
61.1260087	41.3004155	1	70	1	296
61.1766443	41.2899954	1	70	1	100
61.1761830	41.2901896	1	70	1	278
60.9139010	41.3349680	1	70	1	104
60.9133538	41.3352106	1	70	1	284
60.6745500	41.3932667	1	70	1	58
60.6740780	41.3932021	1	70	1	238
60.6742280	41.5303063	1	70	1	110
60.7509987	41.4907294	1	70	1	312
69.4359868	41.3252057	1	70	1	104
69.4359546	41.3253512	1	70	1	294
69.4467409	41.3216547	1	70	1	296
69.4466658	41.3215172	1	70	1	116
68.9692900	41.3533620	1	40	1	48
68.9690861	41.3533701	1	40	1	228
69.3328272	41.3323720	1	70	1	38
69.3326877	41.3324367	1	70	1	218
60.5824066	41.6206988	1	70	1	336
60.5823208	41.6206586	1	70	1	156
58.8562095	42.9851914	1	70	1	330
58.8560539	42.9850890	1	70	1	150
60.6742065	41.5304030	1	70	1	290
60.8175383	41.4261268	1	70	1	186
60.8176455	41.4262237	1	70	1	4
60.8158743	41.4077845	1	70	1	4
60.8157348	41.4077199	1	70	1	184
60.6525904	41.5580875	1	70	1	56
60.6524939	41.5581721	1	70	1	236
